GISJOIN,MedianSalesPrice,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,per_area_flood,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24051002703013003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002706003017,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002706001010,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002706001002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002703014018,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002707022018,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002606056017,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002603025022,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002605012029,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002610001007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002605011055,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002607001035,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001702001021,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002404002020,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002704012021,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002708031039,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002709023010,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002708033030,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002708033033,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000906001009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001102001011,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000803024006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000803021006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002501031030,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002606056178,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000704002009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000704002003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002708053006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002502054015,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001302002004,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002705022004,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002705023006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002801013000,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000802001012,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000801011062,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002604042022,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002603025001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002602031009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002604012007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001602001001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002404001001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002404001013,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002805002055,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000302001006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000401001047,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000302001000,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000302001014,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000401001101,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000302002005,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000302002013,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002805001021,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002805001017,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000301002028,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002720042003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002720031001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002712003002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002715015001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002401002007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002401002004,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002401002009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001308061007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002711011000,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001308061024,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002710011016,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002710024009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002708044001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002713001034,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002714002015,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002713003018,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002714001025,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002714001014,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002714001001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001205001030,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000908003000,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001204001004,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001204001017,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001205002013,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001205002001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001205002010,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000906004015,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002702003001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002702002005,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002702002006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000801011001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002702001007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002701011005,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002605013032,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002708024012,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002713002022,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002801021002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002710023004,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002715031022,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002713003020,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001308051002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002711013007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002603011008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002603015008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000801013001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002701023004,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002603011002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002603025009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002603025017,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000803021010,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002606056212,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002401002035,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002801013020,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002718013026,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002604041076,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000803013006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002501012010,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002505003048,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002606056074,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002606055009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002506001035,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002503031009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002503033006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001605004001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002502061028,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001605005003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002401001029,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001701002002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002401002010,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001901002006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002708013013,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002708022013,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002709031032,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002603026008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000801011021,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000801012020,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002602013019,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002602013023,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002701024025,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002603021006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002603024026,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002603015018,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002603026025,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002701012027,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002602023037,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002602023027,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002701022002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002602023009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002604022026,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002602014004,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002604041055,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002604043019,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002608001005,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002608001007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002608002000,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002608002005,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001601003010,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000603002013,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000604002018,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000105001006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000105002000,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000105002004,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000602003002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000104002004,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000104002010,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000104002011,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000103002020,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002401001028,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002401001040,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000602003005,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000602002003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001308061002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001308061023,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002712003021,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002712006003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002708021001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002712006001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002708023009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002713001035,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002713003006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002712006008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002714001021,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000602004003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000801022008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000803024003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000801021002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002603031011,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002603025018,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000803021000,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002706003003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002708031030,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002703013008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002703013002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002706003019,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002703011008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002703012005,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002703022002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000902001028,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002709031014,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002002001002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001605003009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002002001005,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002005002001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001603002009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002001002011,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002001002009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002003001007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002707022019,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002709021011,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002708033026,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002708033023,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002708033004,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002605013042,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002602031041,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002602024001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051000801014003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002603024009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002603024001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002504013010,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002504021007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002504012040,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002404002006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001307005015,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001511002014,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001512003002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002606043014,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002606043019,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002606042011,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002606042013,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002606043008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002606052032,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002401001002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002606041000,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002606054004,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002606056181,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001101002024,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001101002026,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051001308061001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002710011005,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002802005008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002801012005,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002717002018,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002719005007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002801021018,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002801013002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002718013019,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002717002007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002801012006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002801012003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24051002715014019,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
