GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,perc_fld_area,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24051002707023007,59,92000,1383.661017,91.23728814,1.703389831,1.355932203,0,0.112324523,0.498019445,0.758255255,-0.912615447,1,-15230.66392
G24051002707023008,53,93450,1245.471698,91.94339623,1.481132075,1.471698113,0,0.090503563,0.49374742,0.834641978,-0.884193876,1,-12674.76758
G24051002707023010,34,79733.5,1367.441176,101.4117647,1.514705882,1.470588235,0,0.109763309,0.436462845,0.823103154,-0.884466361,1,-29670.06636
G24051002707031002,38,116270,1290.763158,83.92105263,1.855263158,1.473684211,0,0.097655369,0.542283401,0.706058625,-0.883706272,1,9358.610762
G24051002707031003,74,90000,1218.486486,75.45945946,2,1.459459459,0,0.086242429,0.593476886,0.6563147,-0.887198576,1,-12081.83729
G24051002707031004,87,91000,1351.448276,80,2,1.563218391,0,0.107237929,0.566006162,0.6563147,-0.861724826,1,-25812.75632
G24051002707031005,72,100750,1447.875,80.38888889,1.895833333,1.375,0,0.122464314,0.563653345,0.692115252,-0.907934132,1,-16684.42301
G24051002707031006,85,111500,1372.376471,91.34117647,1.594117647,1.494117647,0,0.110542623,0.49739091,0.795810498,-0.878689679,1,-5177.303502
G24051002707031008,36,138667.5,1441.583333,91.97222222,1.666666667,1.5,0,0.12147082,0.49357302,0.770876467,-0.877245509,1,17585.17773
G24051002707031009,40,86750,1358.4,89.025,1.6375,1.925,0,0.10833565,0.511404009,0.780900621,-0.772904192,1,-53574.60826
G24051002707032001,38,127950,1470.447368,85.36842105,1.907894737,1.5,0,0.126028632,0.533526678,0.687969925,-0.877245509,1,5397.597451
G24051002707032003,56,121750,1189.071429,71.21428571,1.491071429,1.625,0,0.081597607,0.619160611,0.831225969,-0.846556886,1,-3015.66173
G24051002707032004,57,128000,1221.578947,80.57894737,1.429824561,1.473684211,0,0.086730748,0.562503472,0.852275617,-0.883706272,1,14199.28322
G24051002707032005,69,120000,1234.086957,83.75362319,1.695652174,1.405797101,0,0.088705841,0.543296366,0.760914574,-0.900373167,1,17976.08144
G24051002707032006,74,111300,1220.621622,89.90540541,1.655405405,1.581081081,0,0.086579581,0.506077469,0.774746796,-0.857339375,1,4192.262523
G24051002707032007,41,86574,1101.487805,89.19512195,1.719512195,1.195121951,0,0.067767604,0.510374755,0.752714235,-0.952095808,1,13321.17008
G24051002707032008,80,116750,1258.4125,90.7125,1.74375,1.5375,0,0.092546997,0.501194466,0.744384058,-0.868038922,1,11455.98422
G24051002707033001,30,97750,908.6666667,76.2,1.183333333,1.2,0,0.037319937,0.588996542,0.936991028,-0.950898204,1,18735.20328
G24051002707033002,37,120000,1146.27027,79.89189189,1.472972973,1.675675676,0,0.074839036,0.566660227,0.837446142,-0.834115553,1,2328.616781
G24051002707033009,32,109950,1075.375,72.40625,1.3125,1.21875,0,0.063644228,0.611949108,0.892598344,-0.94629491,1,14951.63015
G24051002707033013,32,99450,924.4375,64.65625,1,1.40625,0,0.039810251,0.658837383,1,-0.900261976,1,-5900.617604
G24051002707033019,59,84500,930.7966102,67.28813559,1.262711864,1.220338983,0,0.040814394,0.642914212,0.909709794,-0.945904801,1,-2331.536026
G24051002708011006,30,85900,1152,58,2,1.3,0,0.075743796,0.699108361,0.6563147,-0.926347305,1,-14063.1451
G24051002708011007,50,72450,1064,65.98,2,1.14,0,0.061848045,0.650828563,0.6563147,-0.965628743,1,-4426.574891
G24051002708011009,76,75200,1148,66,2,1.078947368,0,0.075112171,0.650707561,0.6563147,-0.980617712,1,-5962.594777
G24051002708011011,44,72450,1064,66.18181818,2,1.068181818,0,0.061848045,0.649607543,0.6563147,-0.983260751,1,-224.381794
G24051002708011012,45,80000,1064,66.08888889,2,1.177777778,0,0.061848045,0.650169775,0.6563147,-0.956353959,1,1073.211376
G24051002708011019,32,76000,1078.25,68,2,1.09375,0,0.064098209,0.638607361,0.6563147,-0.976983533,1,1923.805324
G24051002708011020,45,73000,1013.333333,71,2,1.088888889,0,0.05384746,0.620457061,0.6563147,-0.978176979,1,7418.975774
G24051002708011021,45,69000,1018.4,71,2,1.244444444,0,0.054647519,0.620457061,0.6563147,-0.939986693,1,-5824.317836
G24051002708012003,31,69900,985.5483871,70.87096774,2,1.096774194,0,0.049460043,0.62123772,0.6563147,-0.976241066,1,6339.932015
G24051002708012005,31,75000,1216,67,2,1,0,0.085849798,0.644657461,0.6563147,-1,1,-7233.571704
G24051002708012006,38,76350,1064,66,2,1.263157895,0,0.061848045,0.650707561,0.6563147,-0.935392373,1,-7459.979065
G24051002708012007,31,81200,1216,67,2,1.064516129,0,0.085849798,0.644657461,0.6563147,-0.984160711,1,-4673.43381
G24051002708012009,32,73250,1216,67,2,1,0,0.085849798,0.644657461,0.6563147,-1,1,-8983.571704
G24051002708012011,36,77247.5,1216,66,2,1,0,0.085849798,0.650707561,0.6563147,-1,1,-5731.122418
G24051002708012012,41,78000,1165.95122,66,2,1.048780488,0,0.077946781,0.650707561,0.6563147,-0.988023952,1,-3115.870213
G24051002708013000,53,69500,1073.54717,67,2,1.018867925,0,0.063355603,0.644657461,0.6563147,-0.995367755,1,-662.9253324
G24051002708013005,48,80500,1220.583333,66.16666667,2,1.083333333,0,0.086573535,0.649699211,0.6563147,-0.979540918,1,-7478.550826
G24051002708013010,39,78900,1439.025641,71.20512821,2,1.769230769,0,0.121066944,0.619216015,0.6563147,-0.811146937,1,-64163.39754
G24051002708013016,44,86000,1244,66,2,1.022727273,0,0.090271173,0.650707561,0.6563147,-0.99442025,1,-842.6398626
G24051002708014000,35,77000,1062.285714,66.37142857,2,1.4,0,0.061577348,0.648460381,0.6563147,-0.901796407,1,-14095.51606
G24051002708014001,99,74042,1011.393939,68,2,1.121212121,0,0.053541218,0.638607361,0.6563147,-0.970241336,1,4581.041461
G24051002708014004,81,80000,1008.691358,68,2,1.135802469,0,0.053114463,0.638607361,0.6563147,-0.966659274,1,9965.081875
G24051002708014005,121,77900,1051.404959,69.20661157,2,1.148760331,0,0.059859209,0.631307241,0.6563147,-0.963478003,1,4094.524992
G24051002708014006,51,85000,1307.921569,67.35294118,1.764705882,1.352941176,0,0.100364789,0.642522132,0.737181829,-0.913349771,1,-31319.81484
G24051002708014008,45,84000,1216,67.46666667,2,1.177777778,0,0.085849798,0.641834081,0.6563147,-0.956353959,1,-7915.723618
G24051002708014009,72,77250,1165.333333,67.33333333,2,1.111111111,0,0.077849213,0.642640761,0.6563147,-0.972721224,1,-6332.056434
G24051002708014010,50,76000,1064,68,2,1.16,0,0.061848045,0.638607361,0.6563147,-0.960718563,1,-499.9297024
G24051002708021003,49,79900,1254,68,2,1,0,0.091850236,0.638607361,0.6563147,-1,1,-5092.383318
G24051002708021004,61,82900,1137.245902,66.39344262,2,1.081967213,0,0.073414032,0.648327194,0.6563147,-0.979876313,1,2851.768855
G24051002708022005,47,67000,1195.744681,71.87234043,2,1.14893617,0,0.082651356,0.615179315,0.6563147,-0.963434832,1,-18138.41113
G24051002708022015,30,73000,1266.6,71.4,2,1.2,0,0.093839855,0.618037021,0.6563147,-0.950898204,1,-21904.5904
G24051002708022017,31,74000,1204.516129,69.38709677,2,1.064516129,0,0.084036422,0.630215287,0.6563147,-0.984160711,1,-9036.033474
G24051002708023000,32,77750,1251.75,71,2,1.09375,0,0.091494947,0.620457061,0.6563147,-0.976983533,1,-10088.94027
G24051002708023005,31,69900,1249.548387,71,2,1,0,0.091147298,0.620457061,0.6563147,-1,1,-12446.76174
G24051002708024011,34,67000,1216,68,2,1.029411765,0,0.085849798,0.638607361,0.6563147,-0.992779148,1,-16147.86989
G24051002708024021,41,1.00E+05,1216,68.07317073,2,1.12195122,0,0.085849798,0.638164671,0.6563147,-0.97005988,1,11685.76776
G24051002708025008,43,68900,1146.976744,69.39534884,2,1.23255814,0,0.074950593,0.630165361,0.6563147,-0.942904888,1,-18304.92784
G24051002708025010,38,73150,1126.526316,70.84210526,2,1.263157895,0,0.071721342,0.62141234,0.6563147,-0.935392373,1,-12817.72304
G24051002708025015,61,74000,1241.311475,71.06557377,2,1.213114754,0,0.089846638,0.620060334,0.6563147,-0.947678414,1,-19561.88476
G24051002708025019,39,77000,1278.564103,71.28205128,2,1.333333333,0,0.095729062,0.618750623,0.6563147,-0.918163673,1,-26618.02271
G24051002708031011,42,81000,1165.095238,73,2,1.357142857,0,0.077811616,0.608356861,0.6563147,-0.912318221,1,-12218.73362
G24051002708031014,55,70900,1154.072727,73,2,1.2,0,0.076071093,0.608356861,0.6563147,-0.950898204,1,-12436.7179
G24051002708031019,38,91450,1064,66,2,1.105263158,0,0.061848045,0.650707561,0.6563147,-0.974156949,1,16548.10451
G24051002708031020,34,69554.5,1064,66.82352941,2,1.205882353,0,0.061848045,0.645725126,0.6563147,-0.949454033,1,-10410.54424
G24051002708031021,36,82959.5,1064,66.97222222,2,1.083333333,0,0.061848045,0.64482552,0.6563147,-0.979540918,1,10019.1932
G24051002708031025,44,76200,1149.545455,71.34090909,2,1.318181818,0,0.075356208,0.618394527,0.6563147,-0.921883506,1,-14622.94455
G24051002708031037,39,75000,1256.410256,76.43589744,2,1.435897436,0,0.09223083,0.587569339,0.6563147,-0.892983264,1,-28521.85586
G24051002708031039,78,70500,1202.846154,72.61538462,2,1.192307692,0,0.083772723,0.610683823,0.6563147,-0.952786734,1,-17186.53894
G24051002708031042,36,84950,1150.555556,73.16666667,2,1.277777778,0,0.075515709,0.607348512,0.6563147,-0.931803061,1,-2326.29125
G24051002708031044,65,61520,1072.215385,71.56923077,2,1.076923077,0,0.063145305,0.617013158,0.6563147,-0.981114694,1,-8391.164512
G24051002708031045,66,74495,1082.121212,71.15151515,2,1.227272727,0,0.064709498,0.61954038,0.6563147,-0.944202504,1,-5123.175431
G24051002708031048,61,67500,1083.04918,72.14754098,2,1.081967213,0,0.06485603,0.613514324,0.6563147,-0.979876313,1,-3263.824211
G24051002708032013,52,71800,1216,69.03846154,2,1.019230769,0,0.085849798,0.632324565,0.6563147,-0.995278673,1,-9999.773377
G24051002708033003,43,75000,1295.906977,73,2,1.186046512,0,0.09846761,0.608356861,0.6563147,-0.95432391,1,-20627.58884
G24051002708033008,32,86050,1242,68.875,2,1.09375,0,0.089955361,0.633313524,0.6563147,-0.976983533,1,-2473.155726
G24051002708033009,32,72200,1120.75,69,2,1.125,0,0.070809225,0.632557261,0.6563147,-0.969311377,1,-6812.995562
G24051002708033010,34,79087,1088.588235,69,2,1.117647059,0,0.065730681,0.632557261,0.6563147,-0.97111659,1,3454.378393
G24051002708033011,32,91437.5,1251.5,70,2,1.0625,0,0.09145547,0.626507161,0.6563147,-0.984655689,1,4639.618952
G24051002708033013,37,76000,1233.297297,70,2,1.189189189,0,0.088581149,0.626507161,0.6563147,-0.953552355,1,-16266.99947
G24051002708033014,32,79285,1240,70,2,1.03125,0,0.089639548,0.626507161,0.6563147,-0.992327844,1,-4689.443452
G24051002708033016,47,77000,1219.404255,69.12765957,2,1.063829787,0,0.086387351,0.631784908,0.6563147,-0.984329214,1,-7563.39343
G24051002708033017,35,79900,1218.742857,70,2,1.228571429,0,0.086282912,0.626507161,0.6563147,-0.943883661,1,-13246.84139
G24051002708033018,55,75000,1216,70,2,1.072727273,0,0.085849798,0.626507161,0.6563147,-0.982144801,1,-9101.536846
G24051002708033026,33,78900,1227.515152,71,2,1.181818182,0,0.087668112,0.620457061,0.6563147,-0.955362003,1,-11672.93852
G24051002708033028,50,74950,1179.36,70.16,2,1.34,0,0.080064112,0.625539145,0.6563147,-0.916526946,1,-20732.82381
G24051002708033033,33,73000,1184.545455,71,2,1,0,0.080882928,0.620457061,0.6563147,-1,1,-3353.042617
G24051002708041004,49,139500,1166.877551,87.97959184,1.469387755,1.469387755,0,0.078093055,0.517728833,0.838678328,-0.88476109,1,37501.72138
G24051002708041005,41,81000,1341.853659,73.85365854,2,1.731707317,0,0.105722879,0.603192142,0.6563147,-0.820359281,1,-49013.18756
G24051002708042002,36,101250,1320.444444,76.66666667,2,1.888888889,0,0.10234223,0.586173162,0.6563147,-0.781769794,1,-33561.12483
G24051002708042008,37,76550,1259.405405,76.45945946,2,1.675675676,0,0.092703783,0.587426786,0.6563147,-0.834115553,1,-40758.25016
G24051002708042010,80,90950,1196.35,39.65,1.99375,1.8625,0,0.082746939,0.810127696,0.658462733,-0.788248503,1,-58667.59429
G24051002708043000,121,102000,1345.958678,77.56198347,1.859504132,1.776859504,0,0.106371087,0.580756405,0.704601064,-0.809274014,1,-31735.68255
G24051002708043001,70,93625,1339.085714,74.28571429,2,1.871428571,0,0.105285803,0.600578162,0.6563147,-0.786056459,1,-43693.83508
G24051002708043002,50,134750,1301.86,89.9,1.59,1.76,0,0.09940763,0.506110172,0.797225673,-0.813413174,1,8396.217049
G24051002708043003,76,124450,1502.118421,91.60526316,2.039473684,1.473684211,0,0.13102969,0.495793159,0.642748175,-0.883706272,1,8442.32463
G24051002708044004,34,101000,1268.117647,99.14705882,1.647058824,1.411764706,0,0.094079501,0.450164542,0.777615394,-0.898908066,1,5739.307648
G24051002708044005,40,186500,1460.025,91.8,1.6125,1.875,0,0.124382875,0.494614982,0.789492754,-0.785179641,1,41059.89525
G24051002708044007,40,136747.5,1203.5,80.625,1.5625,1.425,0,0.083875969,0.562224849,0.806677019,-0.895658683,1,30756.11
G24051002708044009,32,167500,1167.03125,96.125,1.53125,1.125,0,0.078117325,0.4684483,0.817417184,-0.969311377,1,92553.20187
G24051002708051004,69,75000,1234.202899,65.34782609,2,1.144927536,0,0.088724149,0.654653279,0.6563147,-0.964418988,1,-18319.4598
G24051002708051011,30,81000,1411.8,62.9,1.9,1.166666667,0,0.116767845,0.669462871,0.69068323,-0.959081836,1,-34278.8836
G24051002708051013,40,69450,1184.25,68.9,2,1.025,0,0.080836273,0.633162271,0.6563147,-0.993862275,1,-9850.852733
G24051002708051014,32,71248.5,1230,67.96875,2,1.09375,0,0.088060485,0.638796427,0.6563147,-0.976983533,1,-16843.37509
G24051002708051015,41,70000,1200,69,2,1.073170732,0,0.083323297,0.632557261,0.6563147,-0.982035928,1,-13396.29611
G24051002708051017,45,80000,1254.222222,65.06666667,2,1.2,0,0.091885326,0.656354321,0.6563147,-0.950898204,1,-18481.92836
G24051002708051018,31,69294,1200.129032,72.09677419,2,1.290322581,0,0.083343672,0.613821468,0.6563147,-0.928723199,1,-24058.18314
G24051002708052002,49,66500,1008,72,2,1.102040816,0,0.053005294,0.614406961,0.6563147,-0.974948063,1,1413.793003
G24051002708052004,45,60000,1010.4,72,2,1.2,0,0.053384269,0.614406961,0.6563147,-0.950898204,1,-10834.15133
G24051002708052006,71,56500,849.3521127,72,2,1.028169014,0,0.027953798,0.614406961,0.6563147,-0.993084254,1,10209.91261
G24051002708052007,35,60000,1008,72,2,1.2,0,0.053005294,0.614406961,0.6563147,-0.950898204,1,-10612.85477
G24051002708052009,107,52900,832,72,2,1,0,0.02521379,0.614406961,0.6563147,-1,1,9799.132752
G24051002708053000,30,98850,1477.066667,73.76666667,2,1.8,0,0.127073861,0.603718452,0.6563147,-0.803592814,1,-47548.50089
G24051002708053003,142,63200,1307.556338,85.97887324,1.862676056,1.309859155,0,0.100307117,0.529833381,0.703510921,-0.923926794,1,-34296.18927
G24051002708053005,79,53900,1436.962025,72,2,2,0,0.120741087,0.614406961,0.6563147,-0.754491018,1,-101400.4049
G24051002708053006,81,52200,1409.580247,73.59259259,2,2,0,0.116417332,0.604771617,0.6563147,-0.754491018,1,-99389.05365
G24051002708053008,53,45000,1431.056604,95.32075472,2.009433962,1.188679245,0,0.119808583,0.473314064,0.653072386,-0.953677551,1,-46368.74555
G24051002708054000,84,69080,1145.428571,71,2,1.166666667,0,0.074706127,0.620457061,0.6563147,-0.959081836,1,-13069.17306
G24051002708054001,57,65000,1223.473684,73.9122807,2,1.157894737,0,0.087029939,0.602837472,0.6563147,-0.961235424,1,-21680.78089
G24051002708054002,110,67810,1303.6,90.66363636,2.004545455,1.445454545,0,0.099682387,0.501490096,0.654752494,-0.890636908,1,-29886.72086
G24051002708054003,105,52000,1243.961905,88.22857143,2.019047619,1.333333333,0,0.090265158,0.516222482,0.649768313,-0.918163673,1,-35318.86996
G24051002708054007,44,52000,1422.636364,93.25,2,1.409090909,0,0.118478975,0.485842337,0.6563147,-0.899564507,1,-52809.3244
G24051002708054008,32,58400,1410.5,90.5,1.796875,1.5,0,0.116562567,0.502480112,0.726125776,-0.877245509,1,-57614.25668
G24051002708055008,30,119450,1600.8,84.43333333,2,1.933333333,0.13624069,0.14661213,0.539184052,0.6563147,-0.770858283,0.86375931,-33663.60595
G24051002708055009,44,101500,1416.545455,78.5,2.045454545,1.159090909,0,0.117517182,0.575081312,0.640692641,-0.960941753,1,1518.864911
G24051002708055010,122,117500,1455.762295,83.44262295,1.979508197,1.442622951,0,0.123709767,0.545177949,0.663357431,-0.89133209,1,-81.72630083
G24051002708055015,66,97500,1715.363636,86.22727273,2.113636364,1.575757576,0,0.164702446,0.528330539,0.617259552,-0.858646344,1,-46057.07029
G24051002708055023,142,75700,1157.697183,77.78873239,2.017605634,1.316901408,0,0.076643417,0.579384552,0.650263902,-0.922197858,1,-10552.35546
G24051002709012003,31,75000,1231.354839,76,2,1.193548387,0,0.088274423,0.590206562,0.6563147,-0.952482133,1,-12863.52373
G24051002709012005,47,75000,1240.042553,76,2,1.106382979,0,0.089646267,0.590206562,0.6563147,-0.973882023,1,-8746.904942
G24051002709012010,44,76500,1241.545455,76,2,1.068181818,0,0.089883585,0.590206562,0.6563147,-0.983260751,1,-5230.254993
G24051002709012011,30,73500,1250.266667,75.76666667,2,1,0,0.091260719,0.591618252,0.6563147,-1,1,-5361.583671
G24051002709012012,41,67000,1247.219512,76,2,1.146341463,0,0.090779554,0.590206562,0.6563147,-0.964071856,1,-19663.04241
G24051002709012015,36,61275,1228.944444,77,2,1.138888889,0,0.087893806,0.584156462,0.6563147,-0.96590153,1,-22537.44596
G24051002709012017,33,72318,1275.757576,77,2,1.060606061,0,0.095285893,0.584156462,0.6563147,-0.985120668,1,-11394.38998
G24051002709012018,39,74000,1250.051282,77.1025641,2,1.307692308,0,0.091226708,0.583535939,0.6563147,-0.924458775,1,-21205.75473
G24051002709013009,41,83187,1227.121951,77,2,1.097560976,0,0.087606023,0.584156462,0.6563147,-0.976047904,1,1874.233029
G24051002709013012,89,88000,1227.52809,76.94382022,2,1.337078652,0,0.087670155,0.584496355,0.6563147,-0.917244163,1,-6905.147889
G24051002709013013,36,60500,1217.055556,79,2,1.111111111,0,0.086016476,0.572056262,0.6563147,-0.972721224,1,-19158.94406
G24051002709021006,44,74950,1280,71,2,1.068181818,0,0.095955799,0.620457061,0.6563147,-0.983260751,1,-14051.28312
G24051002709021007,48,77814.5,1280,70.5625,2,1.104166667,0,0.095955799,0.62310398,0.6563147,-0.974426148,1,-13542.93104
G24051002709021008,41,74900,1280,70.73170732,2,1.414634146,0,0.095955799,0.622080259,0.6563147,-0.898203593,1,-33847.27463
G24051002709021012,30,81200,1280,69.46666667,2,1.1,0,0.095955799,0.629733881,0.6563147,-0.975449102,1,-10738.80802
G24051002709021013,72,88000,1280,69.41666667,2,1.180555556,0,0.095955799,0.630036386,0.6563147,-0.955671989,1,-8520.832826
G24051002709021022,34,75000,1280,68,2,1.323529412,0,0.095955799,0.638607361,0.6563147,-0.920570623,1,-30642.60072
G24051002709021024,30,71500,1283.6,68.96666667,2,1.3,0,0.096524261,0.632758931,0.6563147,-0.926347305,1,-32426.85076
G24051002709022005,44,84135,1218.590909,74,2,1.25,0,0.086258918,0.602306762,0.6563147,-0.938622754,1,-7226.582073
G24051002709022006,33,75000,1221.757576,73.93939394,2,1.393939394,0,0.086758955,0.602673434,0.6563147,-0.90328434,1,-24819.47814
G24051002709022009,41,74443,1228.04878,74,2,1.414634146,0,0.087752375,0.602306762,0.6563147,-0.898203593,1,-27078.96976
G24051002709022011,44,82250,1222.909091,73,2,1.022727273,0,0.086940786,0.608356861,0.6563147,-0.99442025,1,2567.442548
G24051002709022017,43,66000,1244.837209,59.20930233,2,1.186046512,0,0.090403374,0.691791961,0.6563147,-0.95432391,1,-35193.37287
G24051002709023000,48,78162.5,1326.083333,69,2,1.3125,0,0.103232646,0.632557261,0.6563147,-0.923278443,1,-30361.99563
G24051002709023015,50,75787,1311.44,67.34,2,1.48,0,0.100920372,0.642600427,0.6563147,-0.882155689,1,-42074.05538
G24051002709023016,39,80000,1328.820513,66.38461538,2,1.128205128,0,0.103664864,0.6483806,0.6563147,-0.968524489,1,-20327.95389
G24051002709023017,33,80000,1322.787879,69,2,1.060606061,0,0.102712273,0.632557261,0.6563147,-0.985120668,1,-14009.3143
G24051002709023018,54,78950,1324.074074,68.2962963,2,1.296296296,0,0.102915371,0.636814739,0.6563147,-0.927256598,1,-28999.34467
G24051002709023024,33,79900,1309.575758,66.66666667,2,1.606060606,0,0.100625996,0.646674161,0.6563147,-0.851206678,1,-45402.8968
G24051002709023025,33,75500,1297.212121,64,2,1.121212121,0,0.098673701,0.662807761,0.6563147,-0.970241336,1,-23295.57086
G24051002709031009,92,65750,1357.391304,75.72826087,2.027173913,1.923913043,0,0.108176371,0.59185061,0.646975425,-0.773171049,1,-74454.57301
G24051002709031013,32,64500,1235.3125,76.1875,2,1.625,0,0.088899362,0.589072168,0.6563147,-0.846556886,1,-47930.32824
G24051002709031014,46,70825,1243.652174,79.08695652,2,1.695652174,0,0.090216249,0.571530166,0.6563147,-0.829211143,1,-44200.10624
G24051002709031015,53,65500,1199.169811,76.35849057,2,1.698113208,0,0.083192205,0.588037658,0.6563147,-0.828606937,1,-47595.2171
G24051002709031025,56,69950,1302.892857,76.66071429,2,1.5,0,0.099570724,0.586209174,0.6563147,-0.877245509,1,-41306.90223
G24051002709032000,103,1.00E+05,1302.679612,77.36893204,2.004854369,1.485436893,0,0.099537052,0.581924386,0.654646325,-0.880820883,1,-9764.97585
G24051002709032001,155,137500,1344.619355,80.66451613,2,1.35483871,0,0.1061596,0.561985773,0.6563147,-0.91288391,1,33568.35179
G24051002709032013,41,94000,1315.97561,80.51219512,1.987804878,1.170731707,0,0.101636573,0.56290733,0.660505984,-0.958083832,1,2673.974248
G24051002709033003,30,59500,1269.066667,74,2,1.066666667,0,0.094229357,0.602306762,0.6563147,-0.983632735,1,-26172.52056
G24051002709033007,33,77000,1421.151515,81.90909091,2,2.272727273,0,0.118244508,0.554455971,0.6563147,-0.687534023,1,-84846.48126
G24051002709033010,35,73050,1453.828571,80.17142857,2,2.342857143,0,0.12340442,0.564969002,0.6563147,-0.67031651,1,-97060.75538
G24051002709033012,30,69500,1452.733333,76.23333333,2,2.3,0,0.123231475,0.588794872,0.6563147,-0.680838323,1,-101025.9391
G24051002710011000,57,53900,1084.77193,82.63157895,2,1.192982456,0,0.065128063,0.550084846,0.6563147,-0.952621074,1,-15474.77637
G24051002710011001,33,42000,1061.212121,110.0606061,2,1.272727273,0,0.061407821,0.38413649,0.6563147,-0.933043005,1,-9265.415264
G24051002710011002,73,35000,1212.630137,101.2191781,2.020547945,1,0,0.085317675,0.437628013,0.649252673,-1,1,-20907.23871
G24051002710011008,42,42731.5,1356,91,2,1,0,0.107956675,0.499455062,0.6563147,-1,1,-34529.82105
G24051002710011010,32,54500,1080,69.09375,2,1.03125,0,0.064374545,0.631990065,0.6563147,-0.992327844,1,-15396.54112
G24051002710011011,64,42000,1415.46875,94.8125,2,1.359375,0,0.117347164,0.476389056,0.6563147,-0.91177021,1,-58179.41387
G24051002710011013,78,42464,1638.051282,105.7435897,2,1.166666667,0,0.152494341,0.41025487,0.6563147,-0.959081836,1,-59222.6514
G24051002710012002,46,58450,1035.369565,54.67391304,1.586956522,1.065217391,0,0.057327119,0.71923152,0.798271672,-0.983988545,1,-30455.70361
G24051002710012003,115,45000,896.8347826,83.72173913,1.995652174,1.043478261,0,0.035451609,0.543489268,0.657808984,-0.989325696,1,2091.104938
G24051002710012004,46,48708,1211.565217,99.89130435,2,1.173913043,0,0.085149518,0.445661782,0.6563147,-0.957302786,1,-18422.76656
G24051002710013000,52,44000,1145.173077,101.0384615,2,1.173076923,0,0.074665782,0.438721366,0.6563147,-0.957508061,1,-16107.09047
G24051002710013001,37,53990,1747.567568,114.5135135,2.135135135,1.675675676,0,0.169787649,0.357195954,0.60987074,-0.834115553,1,-76554.30218
G24051002710013005,73,37000,1302.273973,93.94520548,2,1.219178082,0,0.099472999,0.481636274,0.6563147,-0.946189812,1,-45478.64192
G24051002710013007,70,41950,1159.428571,101,2,1.042857143,0,0.076916814,0.438954062,0.6563147,-0.989478186,1,-12153.4796
G24051002710021001,30,69600,1579.166667,100.5,2,1.766666667,0,0.143196091,0.441979112,0.6563147,-0.811776447,1,-64414.54123
G24051002710021009,47,82000,1315.893617,82.82978723,1.680851064,1.872340426,0,0.101623626,0.548885666,0.766001498,-0.78583259,1,-54951.72758
G24051002710021011,46,50531,1281.217391,93.02173913,1.989130435,1.043478261,0,0.096148032,0.487223338,0.66005041,-0.989325696,1,-21056.88273
G24051002710021013,51,75000,1151.215686,44.03921569,1.990196078,1.058823529,0,0.075619948,0.783572502,0.659684164,-0.985558295,1,-21934.04113
G24051002710021019,44,56000,933.7272727,78.72727273,1.988636364,1.022727273,0,0.041277164,0.573706289,0.660220215,-0.99442025,1,6961.211689
G24051002710022000,45,50500,911.6444444,80.66666667,2,1.088888889,0,0.037790147,0.561972762,0.6563147,-0.978176979,1,1497.550221
G24051002710022001,40,51300,1187.7,87,2,1,0,0.08138105,0.523655462,0.6563147,-1,1,-13423.10207
G24051002710022003,44,59975,1510.454545,98.47727273,2.056818182,1.090909091,0,0.132346016,0.454216814,0.636787126,-0.977681002,1,-29646.54835
G24051002710022006,37,52684,1294,101.7567568,2,1.162162162,0,0.098166487,0.434375608,0.6563147,-0.960187733,1,-19995.00633
G24051002710022009,30,54550,1200,96,2,1,0,0.083323297,0.469204562,0.6563147,-1,1,-4601.790558
G24051002710022010,43,45000,864,81,2,1,0,0.030266791,0.559956062,0.6563147,-1,1,5653.968267
G24051002710022011,33,28000,936.7272727,80.09090909,2,1.939393939,0,0.041750883,0.565456153,0.6563147,-0.76937035,1,-71727.90541
G24051002710023000,34,67625,1540.617647,92.91176471,2.117647059,1.617647059,0,0.137108959,0.487888694,0.615881135,-0.848362099,1,-57100.70175
G24051002710023002,68,52500,1732.411765,90.97058824,2.191176471,1.485294118,0,0.167394453,0.499633006,0.590610157,-0.880855935,1,-82026.76947
G24051002710023011,30,71225,1679.9,101,2.4,1.333333333,0,0.159102516,0.438954062,0.51884058,-0.918163673,1,-37123.52338
G24051002710024000,152,37475,1407.539474,88.46710526,2.075657895,1.328947368,0.024899867,0.116095081,0.514779328,0.630312194,-0.919240466,0.975100133,-62287.21091
G24051002710024004,115,40000,1469.417391,91.76521739,2.308695652,1.452173913,0,0.125865992,0.49482542,0.550220542,-0.888987243,1,-64838.89621
G24051002710024005,93,50000,1365.075269,83.90322581,2,1.322580645,0,0.109389717,0.542391255,0.6563147,-0.920803554,1,-51584.89069
G24051002710025000,123,48000,922.6666667,69.43902439,2,1.113821138,0,0.039530625,0.62990112,0.6563147,-0.972055888,1,-11790.56186
G24051002710025001,50,51950,1864.06,105.24,2.19,1.54,0,0.188182534,0.413301638,0.591014493,-0.86742515,1,-87200.40518
G24051002710025005,35,41000,1203.514286,86.22857143,1.914285714,1.228571429,0,0.083878225,0.528322682,0.68577344,-0.943883661,1,-40823.1377
G24051002710025008,103,28517,1268.359223,91.14563107,2,1.281553398,0,0.094117647,0.498573979,0.6563147,-0.930876112,1,-56439.37483
