         14418388 function calls (14086165 primitive calls) in 14.805 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/array_algos/transforms.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/io/common.py:515(get_compression_method)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/scale.py:479(AsinhTransform)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/attr/_make.py:2365(Attribute)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/joblib/externals/loky/process_executor.py:1053(ProcessPoolExecutor)
        3    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/ssa.py:119(_compute_phi_locations)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/np/ufunc/__init__.py:17(_init)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/linalg/decomp_qr.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/typing_extensions.py:664(__eq__)
       31    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       13    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/types/old_scalars.py:148(__lt__)
       21    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/common.py:178(<genexpr>)
       30    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/cpython/old_mathimpl.py:108(_unary_int_input_wrapper_impl)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/shapely/validation.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/click/parser.py:502(__getattr__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/joblib/_memmapping_reducer.py:578(TemporaryResourcesManager)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/binding/ffi.py:222(register_lock_callback)
        2    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/_lib/array_api_compat/numpy/_aliases.py:116(astype)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/sparse/sparsetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/spatial/qhull.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/spatial/transform/rotation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/stats/_continuous_distns.py:565(anglit_gen)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/cffi/cparser.py:297(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method time.asctime}
        2    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/_config/config.py:566(deprecate_option)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/pydoc.py:525(__init__)
        7    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/reshape/merge.py:2673(_should_fill)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/ticker.py:199(Formatter)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/rasterio/transform.py:26(TransformMethodsMixin)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/repos/github/icom_abm/chance_c/model_classes/landscape.py:12(ABMLandscape)
        5    0.000    0.000    0.000    0.000 /Users/d3y010/repos/github/icom_abm/chance_c/field_mapper.py:130(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/ir/values.py:879(FunctionAttributes)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/integrate/_ode.py:110(ode)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/stats/_multivariate.py:211(multi_rv_generic)
        7    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/datatypes/classes.py:554(__init__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/fiona/env.py:64(Env)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typing/old_cmathdecl.py:24(<listcomp>)
       17    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/parfors/array_analysis.py:591(<listcomp>)
        9    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/inspect.py:943(<genexpr>)
       17    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/_core/numeric.py:1509(<listcomp>)
        9    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/_config/config.py:899(is_nonnegative_int)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/reshape/concat.py:398(_Concatenator)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/_mathtext.py:540(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/requests/models.py:84(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/geopy/geocoders/bing.py:19(Bing)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/joblib/externals/loky/process_executor.py:541(_ExecutorManagerThread)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/stencils/stencilparfor.py:33(StencilPass)
        2    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/untyped_passes.py:95(__init__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/_lib/array_api_compat/common/_aliases.py:122(ones)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/interpolate/_interpolate.py:816(PPoly)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/_utils/async_.py:19(_GeventDataFrameResult)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/arrays/integer.py:249(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/io/html.py:154(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/figure.py:70(_AxesStack)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/ir/types.py:583(BaseStructType)
       27    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/controlflow.py:286(dead_nodes)
        9    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/parfors/parfor.py:4052(<setcomp>)
        4    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/callwrapper.py:11(__init__)
        4    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyproj/transformer.py:38(TransformerMaker)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/colors.py:2350(TwoSlopeNorm)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/binding/ffi.py:112(__init__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/ir/builder.py:17(wrap)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typing/old_builtins.py:254(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/optimize/linesearch.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typing/arraydecl.py:154(keeps_contiguity)
        7    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/reshape/concat.py:693(_get_result_dim)
       18    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/inline_closurecall.py:359(<listcomp>)
       29    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/np/math/mathimpl.py:107(_unary_int_input_wrapper_impl)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py:56(CParserWrapper)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/geopy/geocoders/here.py:24(Here)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/yaml/representer.py:13(BaseRepresenter)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/sparse/bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/stats/_distribution_infrastructure.py:190(_Domain)
        4    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/stats/_distribution_infrastructure.py:3125(_constants)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/concurrent/futures/thread.py:46(_WorkItem)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/threading.py:829(_maintain_shutdown_locks)
       10    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/ir/module.py:110(get_named_metadata)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typeinfer.py:943(TypeInferer)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/stats/_multivariate.py:3162(multinomial_gen)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/typed/listobject.py:1451(ListIterInstance)
       12    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/indexes/extension.py:110(inherit_names)
       14    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/types/old_scalars.py:129(__lt__)
       10    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/dateutil/parser/_parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/arrays/sparse/accessor.py:234(SparseFrameAccessor)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/computation/scope.py:121(Scope)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/io/excel/_xlsxwriter.py:180(XlsxWriter)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/PIL/GimpPaletteFile.py:23(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/requests/adapters.py:167(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/rasterio/transform.py:323(TransformerBase)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/sparse/linalg/_interface.py:55(LinearOperator)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/_lib/_elementwise_iterative_method.py:123(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/interpolate/_rbfinterp.py:134(RBFInterpolator)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/repos/github/icom_abm/chance_c/model_engines/real_estate_prices.py:22(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:895(_resolve_filename)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        9    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/codegen.py:1090(is_symbol_defined)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/_lib/_bunch.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/np/ufunc/wrappers.py:635(<listcomp>)
       27    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/datamodel/old_models.py:718(inner_models)
        5    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/urllib3/_request_methods.py:51(__init__)
        7    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/PIL/Image.py:468(ImagePointTransform)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/__init__.py:99(version_info)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/requests/sessions.py:356(Session)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/charset_normalizer/version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/types/abstract.py:424(__init__)
